iid,pid,age,emotion
3063,757,27,neutral
3064,757,25,neutral
3065,757,29,neutral
3066,757,24,neutral
3067,757,27,angry
3068,757,23,angry
3069,757,29,happy
3070,757,33,neutral
3071,757,28,happy
3072,757,24,happy
3073,757,29,happy
3074,757,28,angry
3075,757,26,neutral
3076,757,29,happy
3077,756,26,neutral
3078,756,23,neutral
3079,756,26,happy
3080,756,26,happy
3081,756,27,happy
3082,756,25,sad
3083,756,23,angry
3084,756,25,happy
3085,756,24,neutral
3086,756,24,neutral
3087,421,51,happy
3088,421,22,happy
3089,421,25,angry
3090,421,24,happy
3091,421,39,happy
3092,421,27,happy
3093,421,43,happy
3094,421,31,happy
3095,421,23,happy
3096,421,24,happy
3134,982,34,happy
3135,982,31,happy
3136,982,27,happy
3137,982,27,happy
3138,982,31,happy
3139,982,29,happy
3140,982,33,happy
3141,982,32,happy
3142,982,32,happy
3145,982,31,happy
3146,982,34,happy
3147,982,31,happy
3150,916,23,neutral
3151,916,23,neutral
3152,916,25,sad
3153,916,27,happy
3154,916,24,neutral
3155,916,25,happy
3156,916,25,sad
3157,916,26,happy
3158,916,24,neutral
3159,916,26,neutral
3160,916,22,happy
3161,916,26,happy
3162,916,26,neutral
3163,916,24,fear
3164,916,23,neutral
3166,916,25,neutral
3176,66,31,happy
3177,66,32,happy
3179,66,40,happy
3180,926,24,happy
3184,901,31,happy
3185,901,33,happy
3186,901,38,neutral
3187,901,31,happy
3188,901,40,happy
3189,901,44,happy
3190,901,34,happy
3191,901,39,happy
3192,901,43,happy
3194,1043,35,happy
3195,1043,42,neutral
3196,1043,38,happy
3197,1043,44,happy
3198,1043,35,happy
3199,1043,39,happy
3200,1043,37,happy
3202,870,28,neutral
3203,870,26,happy
3206,870,31,happy
3207,870,28,happy
3208,870,30,happy
3209,870,31,happy
3210,760,29,happy
3211,760,25,happy
3212,760,32,fear
3215,760,30,neutral
3217,760,33,happy
3218,666,25,neutral
3223,799,24,happy
3224,799,27,neutral
3225,799,22,happy
3226,799,23,neutral
3227,799,28,happy
3228,100,30,happy
3229,100,30,happy
3231,100,28,happy
3232,100,25,happy
3233,100,26,neutral
3234,100,26,happy
3236,100,31,happy
3237,100,27,happy
3238,100,32,happy
3239,100,32,happy
3240,100,24,happy
3241,100,30,happy
3242,100,30,happy
3243,100,26,happy
3244,100,27,happy
3252,103,32,happy
3253,103,36,happy
3254,103,35,happy
3255,103,36,happy
3256,103,36,happy
3258,103,35,happy
3259,103,30,happy
3260,103,35,sad
3261,103,36,sad
3262,103,33,happy
3263,103,34,happy
3264,103,34,happy
3265,103,32,happy
3266,103,33,happy
3267,103,32,fear
3268,103,26,neutral
3269,103,37,happy
3270,103,33,happy
3271,103,36,happy
3272,611,32,happy
3274,611,28,angry
3275,611,34,happy
3276,611,24,fear
3277,611,38,happy
3278,611,40,neutral
3279,611,25,happy
3280,611,38,happy
3281,611,35,angry
3282,611,31,happy
3283,611,28,neutral
3284,611,37,happy
3285,611,32,neutral
3286,611,31,happy
3287,611,41,fear
3288,611,27,happy
3289,611,31,happy
3290,611,30,happy
3291,611,28,sad
3292,611,31,sad
3293,611,26,happy
3295,611,31,happy
3296,611,35,happy
3306,399,37,happy
3307,399,40,happy
3308,399,25,happy
3309,399,37,happy
3310,399,37,happy
3311,399,48,happy
3312,399,52,happy
3313,399,22,happy
3314,399,25,happy
3315,399,34,happy
3330,287,38,neutral
3331,287,38,neutral
3332,287,36,happy
3333,287,43,happy
3334,287,50,neutral
3335,287,48,happy
3337,287,45,happy
3338,287,52,happy
3339,287,34,happy
3340,287,46,happy
3341,287,44,happy
3342,287,37,happy
3343,287,39,happy
3344,287,34,happy
3345,463,24,happy
3346,463,30,neutral
3347,463,29,neutral
3348,463,24,happy
3349,463,31,neutral
3350,463,33,neutral
3351,463,28,happy
3352,463,31,happy
3353,463,31,neutral
3354,463,25,happy
3356,463,27,angry
3358,463,30,happy
3359,463,28,neutral
3361,463,34,happy
3382,706,32,neutral
3383,706,30,happy
3384,706,32,neutral
3385,706,32,happy
3386,706,29,happy
3389,706,31,happy
3392,706,30,neutral
3393,706,31,happy
3396,706,33,neutral
3397,706,31,neutral
3399,706,31,neutral
3401,706,31,happy
3402,706,31,neutral
3403,706,31,happy
3404,706,31,neutral
3405,706,33,happy
3406,706,33,neutral
3407,706,34,happy
3408,706,33,happy
3409,706,31,happy
3410,706,31,sad
3411,706,32,neutral
3412,706,32,happy
3413,706,33,happy
3414,706,32,happy
3415,706,33,happy
3416,706,31,neutral
3417,706,32,happy
3419,706,32,neutral
3421,706,31,happy
3422,706,32,happy
3423,706,32,happy
3424,706,30,neutral
3425,706,32,happy
3426,706,31,neutral
3427,706,32,neutral
3428,706,32,happy
3434,236,29,happy
3435,236,29,happy
3436,236,29,sad
3437,236,31,happy
3438,236,31,neutral
3439,234,23,fear
3444,234,29,happy
3445,234,26,neutral
3447,572,27,happy
3448,572,30,neutral
3450,572,30,happy
3452,572,37,happy
3453,572,30,happy
3454,572,29,happy
3455,572,36,happy
3456,572,33,fear
3457,572,31,happy
3458,572,35,angry
3459,572,25,neutral
3460,572,30,happy
3461,572,30,happy
3462,572,24,neutral
3463,572,35,sad
3464,572,41,happy
3491,346,34,happy
3492,346,39,happy
3494,346,32,happy
3495,346,39,happy
3497,346,34,happy
3498,346,40,happy
3499,346,39,happy
3500,346,36,happy
3501,346,32,happy
3512,252,29,happy
3514,62,43,happy
3515,62,50,neutral
3516,62,39,happy
3517,62,39,happy
3518,62,43,happy
3519,62,43,happy
3520,62,44,happy
3521,62,38,sad
3522,62,47,sad
3523,62,43,neutral
3524,62,24,happy
3527,62,42,happy
3528,62,44,neutral
3529,62,28,happy
3530,62,39,happy
3543,53,34,happy
3546,954,25,happy
3551,967,31,happy
3552,967,28,happy
3553,967,32,neutral
3554,967,33,happy
3556,209,28,happy
3557,209,25,neutral
3558,209,27,angry
3561,562,32,neutral
3562,562,27,happy
3566,562,31,sad
3568,562,26,happy
3571,562,33,happy
3572,562,33,happy
3574,183,32,happy
3581,904,29,happy
3582,904,30,neutral
3590,904,30,happy
3591,258,23,happy
3592,258,24,neutral
3593,258,28,happy
3594,258,26,happy
3596,258,30,happy
3623,513,38,happy
3627,513,25,happy
3628,1032,41,happy
3630,1032,22,happy
3631,1032,30,happy
3632,1032,33,neutral
3633,862,55,neutral
3634,862,56,neutral
3635,862,42,neutral
3636,862,45,neutral
3637,862,37,angry
3639,862,50,fear
3640,862,28,sad
3641,862,51,sad
3642,862,41,sad
3643,704,29,angry
3644,704,25,fear
3647,704,27,neutral
3648,369,32,happy
3650,369,39,happy
3651,369,36,happy
3652,369,39,happy
3653,369,32,happy
3654,369,33,happy
3655,369,37,happy
3656,369,42,happy
3657,369,34,happy
3658,369,46,happy
3659,369,42,happy
3660,369,35,happy
3661,369,42,happy
3662,369,37,happy
3663,369,39,happy
3664,369,31,happy
3665,369,37,happy
3666,369,40,happy
3667,369,39,happy
3668,369,34,happy
3669,369,33,happy
3670,369,32,neutral
3671,369,43,happy
3672,369,33,happy
3673,367,32,happy
3674,367,35,happy
3675,367,34,happy
3676,367,29,happy
3677,367,33,happy
3678,367,33,happy
3679,367,32,happy
3680,367,32,happy
3681,367,33,happy
3682,367,34,happy
3683,367,34,happy
3684,367,31,happy
3685,367,33,happy
3686,367,27,happy
3687,367,34,happy
3688,367,33,happy
3692,599,33,sad
3694,599,37,happy
3695,599,46,angry
3697,599,39,neutral
3700,599,47,happy
3701,1023,31,angry
3702,1023,28,happy
3703,1023,27,happy
3704,1023,31,happy
3705,1023,25,happy
3706,1023,38,happy
3708,221,29,happy
3709,221,28,neutral
3713,1030,31,happy
3714,1030,30,happy
3715,1030,29,happy
3716,1030,33,happy
3717,1030,33,happy
3718,1030,31,happy
3719,1030,32,happy
3724,218,21,happy
3726,210,26,neutral
3727,210,26,surprise
3728,210,32,angry
3729,210,24,happy
3776,94,21,happy
3781,94,31,angry
3790,85,29,happy
3792,85,28,neutral
3793,85,29,neutral
3794,85,27,happy
3795,85,31,neutral
3801,136,31,happy
3803,136,31,happy
3805,136,29,happy
3808,349,34,happy
3810,349,34,happy
3811,349,35,happy
3821,976,26,happy
3822,240,21,neutral
3825,240,26,happy
3897,906,28,happy
3898,906,27,happy
3902,1017,23,happy
3903,1017,24,happy
3905,1017,26,happy
3906,1017,29,happy
3907,213,23,neutral
3908,213,39,happy
3909,213,36,happy
3910,213,21,happy
3911,213,39,happy
3912,214,33,neutral
3913,214,39,happy
3914,214,26,neutral
3916,214,23,angry
3955,1085,35,happy
3956,1085,23,happy
3957,1085,26,happy
3958,1085,26,happy
3959,1085,31,happy
3960,1085,29,happy
3961,1049,29,happy
3962,1049,35,happy
3963,1049,41,neutral
3964,1049,34,happy
3965,1049,32,happy
3968,358,31,happy
3969,358,26,happy
3970,358,31,happy
3971,359,31,happy
3972,359,27,neutral
3973,359,29,neutral
3974,359,29,happy
3975,359,27,happy
4013,461,30,happy
4014,461,24,happy
4016,461,31,happy
4017,461,32,neutral
4018,461,30,happy
4019,461,31,happy
4020,461,27,happy
4021,461,28,happy
4022,461,31,happy
4023,461,23,happy
4024,729,28,happy
4026,729,29,happy
4027,729,29,happy
4030,729,36,happy
4031,729,34,fear
4032,729,29,happy
4033,729,33,neutral
4034,729,32,happy
4035,729,43,neutral
4036,729,29,happy
4037,729,27,happy
4039,729,32,neutral
4040,729,28,angry
4041,729,28,happy
4042,729,40,happy
4043,729,35,happy
4044,732,25,angry
4045,732,23,happy
4046,732,33,happy
4047,732,27,happy
4048,732,28,happy
4049,732,24,happy
4051,732,24,neutral
4052,732,24,happy
4053,732,23,happy
4054,732,25,happy
4055,732,23,angry
4057,525,23,happy
4061,525,23,happy
4063,525,26,happy
4064,525,26,happy
4065,525,24,angry
4066,525,29,neutral
4067,525,23,happy
4068,525,33,happy
4069,525,44,neutral
4070,525,31,happy
4071,525,45,happy
4072,525,34,happy
4073,525,32,angry
4074,565,34,happy
4075,565,25,happy
4076,565,38,happy
4077,565,26,happy
4078,565,33,happy
4081,659,40,happy
4083,659,32,happy
4084,659,39,fear
4085,659,23,surprise
4089,425,40,neutral
4091,338,52,happy
4092,338,56,happy
4093,338,44,happy
4094,338,43,happy
4095,338,39,sad
4096,338,38,happy
4099,338,47,happy
4100,338,35,happy
4102,571,34,fear
4104,571,34,angry
4109,19,37,happy
4111,19,34,happy
4114,764,26,neutral
4116,764,28,happy
4118,764,28,neutral
4146,1020,29,sad
4148,1020,20,happy
4149,1020,21,happy
4153,601,38,neutral
4155,774,32,happy
4156,774,34,happy
4157,774,34,happy
4158,774,25,angry
4161,341,32,happy
4162,341,33,neutral
4163,341,39,fear
4164,341,43,happy
4165,341,32,neutral
4166,657,36,happy
4171,83,39,happy
4172,83,34,sad
4173,83,38,happy
4174,83,30,happy
4175,83,47,angry
4176,719,29,happy
4177,719,32,neutral
4180,719,30,happy
4181,724,33,happy
4183,724,37,happy
4184,724,33,happy
4185,724,33,happy
4187,865,26,happy
4190,865,25,happy
4191,679,30,happy
4192,679,35,happy
4193,679,31,happy
4194,679,28,happy
4196,679,32,happy
4197,679,28,neutral
4198,679,28,happy
4199,679,27,happy
4200,679,29,neutral
4206,362,47,happy
4208,362,33,happy
4211,440,28,happy
4212,440,28,happy
4213,440,32,happy
4214,440,36,happy
4215,440,27,neutral
4216,1105,35,happy
4217,1105,29,angry
4218,1105,48,angry
4219,1105,24,happy
4220,1105,43,happy
4221,1105,39,happy
4222,471,31,happy
4223,471,28,happy
4224,471,25,happy
4226,471,34,happy
4228,472,30,happy
4229,472,27,happy
4232,472,30,happy
4233,472,27,happy
4234,472,30,happy
4235,472,28,happy
4236,154,26,neutral
4237,154,24,happy
4238,154,23,neutral
4239,154,24,neutral
4240,154,29,neutral
4241,154,23,neutral
4243,154,30,neutral
4244,154,27,neutral
4245,154,24,happy
4247,154,24,sad
4248,154,25,neutral
4249,154,26,neutral
4250,158,28,happy
4251,158,34,neutral
4252,158,36,happy
4253,158,39,angry
4254,158,32,neutral
4255,158,30,happy
4256,158,26,happy
4257,158,31,happy
4258,158,30,happy
4259,158,34,happy
4260,158,32,happy
4261,158,30,happy
4262,158,31,happy
4263,158,27,happy
4264,158,29,happy
4265,158,32,happy
4266,158,27,happy
4267,158,26,happy
4268,158,35,happy
4269,158,26,happy
4270,158,37,happy
4271,158,37,happy
4272,158,30,happy
4281,158,27,happy
4297,90,30,neutral
4301,90,29,happy
4302,90,32,happy
4306,90,30,happy
4307,90,31,happy
4308,90,31,neutral
4309,90,32,happy
4310,90,32,happy
4311,90,34,happy
4312,90,32,happy
4313,90,32,happy
4314,90,35,happy
4315,90,32,happy
4316,90,32,happy
4317,90,32,happy
4318,90,33,happy
4319,90,32,neutral
4320,90,32,happy
4321,90,31,happy
4322,90,32,happy
4323,90,32,happy
4324,90,32,happy
4325,90,33,happy
4326,90,32,happy
4327,109,29,neutral
4328,109,29,happy
4329,109,29,neutral
4330,109,29,neutral
4331,109,26,neutral
4332,109,30,sad
4334,109,27,happy
4335,109,23,fear
4336,109,25,neutral
4337,109,30,neutral
4338,109,27,neutral
4339,109,30,neutral
4340,109,29,neutral
4341,109,31,happy
4342,109,28,happy
4343,109,28,angry
4345,305,22,neutral
4346,305,22,neutral
4348,305,21,neutral
4349,305,21,neutral
4352,46,55,happy
4353,46,43,happy
4356,46,56,happy
4357,488,25,happy
4358,488,32,happy
4359,488,35,happy
4360,488,35,happy
4361,488,32,happy
4362,488,29,angry
4363,488,33,happy
4364,488,33,happy
4365,488,31,happy
4366,488,30,happy
4367,488,31,happy
4368,488,33,happy
4369,488,29,happy
4370,488,23,neutral
4371,488,29,happy
4372,488,31,happy
4373,488,30,happy
4374,488,32,fear
4376,488,22,happy
4377,342,45,neutral
4379,342,32,neutral
4380,342,47,happy
4381,342,32,neutral
4383,342,39,happy
4384,342,39,happy
4386,639,35,neutral
4390,639,31,angry
4391,702,21,neutral
4392,702,31,neutral
4393,702,33,neutral
4394,702,32,neutral
4395,702,31,happy
4396,702,28,happy
4397,702,26,neutral
4398,702,30,happy
4399,702,25,neutral
4400,702,27,neutral
4401,702,25,happy
4402,702,25,happy
4403,686,24,happy
4404,686,23,neutral
4407,686,24,neutral
4409,625,28,neutral
4410,625,38,neutral
4411,625,33,angry
4412,625,32,neutral
4413,625,37,neutral
4414,625,33,neutral
4415,625,35,angry
4416,625,36,happy
4417,625,26,sad
4418,625,30,neutral
4419,625,33,happy
4421,625,35,happy
4422,625,41,happy
4423,625,34,happy
4424,625,42,angry
4440,853,25,happy
4443,853,28,happy
4444,853,23,fear
4445,955,24,happy
4446,955,30,happy
4447,955,25,happy
4448,955,26,happy
4449,955,26,neutral
4450,965,25,neutral
4451,965,25,happy
4452,965,30,happy
4453,965,31,neutral
4454,965,36,sad
4455,965,32,happy
4456,965,30,happy
4457,965,25,neutral
4458,965,31,happy
4459,566,33,happy
4460,566,34,happy
4461,566,33,happy
4462,566,33,happy
4463,566,33,happy
4464,256,23,happy
4466,256,27,happy
4467,256,30,happy
4468,256,24,happy
4545,243,23,neutral
4553,244,23,neutral
4554,244,29,angry
4555,244,29,neutral
4556,244,29,happy
4557,244,22,neutral
4558,244,29,neutral
4559,244,24,angry
4560,710,22,happy
4566,710,25,happy
4567,710,22,happy
4568,710,27,happy
4569,710,24,happy
4570,710,23,neutral
4571,710,24,neutral
4572,710,23,neutral
4573,710,21,happy
4574,710,23,happy
4575,710,22,happy
4576,710,24,happy
4577,710,22,happy
4584,581,27,happy
4587,581,34,happy
4594,581,29,angry
4595,581,24,happy
4596,581,26,happy
4597,581,26,happy
4598,581,25,happy
4599,581,24,happy
4600,581,25,happy
4601,581,24,happy
4602,581,31,neutral
4603,581,32,sad
4604,581,24,neutral
4685,783,27,happy
4686,783,26,sad
4689,783,23,neutral
4690,783,28,happy
4691,783,28,happy
4693,783,26,happy
4694,783,25,neutral
4697,783,27,happy
4698,783,27,happy
4699,783,28,happy
4700,783,24,happy
4701,783,30,happy
4703,783,25,neutral
4704,783,24,neutral
4705,783,27,neutral
4706,783,25,neutral
4707,783,28,sad
4710,968,22,happy
4716,1091,29,happy
4720,1091,28,happy
4726,929,30,happy
4728,929,32,happy
4729,929,25,happy
4730,929,42,happy
4731,929,33,happy
4855,900,42,happy
4856,900,25,neutral
4857,900,33,happy
4858,900,36,happy
4859,900,34,happy
4860,230,26,neutral
4861,230,31,happy
4862,230,32,neutral
4863,230,26,sad
4866,815,31,happy
4867,815,25,neutral
4869,815,32,neutral
4870,231,33,happy
4871,231,35,sad
4873,231,26,happy
4874,231,30,neutral
4875,1,31,happy
4876,1,31,neutral
4877,1,32,happy
4878,1,30,neutral
4879,1,28,happy
4880,1,29,neutral
4881,1,32,neutral
4882,1,33,happy
4883,4,33,happy
4884,4,33,happy
4885,4,33,happy
4886,4,28,angry
4887,4,29,happy
4888,4,31,happy
4889,4,34,happy
4890,13,40,happy
4891,13,30,happy
4892,13,30,happy
4893,13,45,happy
4894,13,43,neutral
4895,13,45,happy
4897,14,40,happy
4898,14,43,happy
4899,14,41,happy
4900,14,36,angry
4901,14,39,happy
4902,14,35,angry
4903,14,34,angry
4904,15,28,fear
4905,15,26,angry
4906,15,33,happy
4907,15,39,happy
4908,15,31,angry
4909,15,36,angry
4910,15,35,neutral
4911,15,41,neutral
4912,15,32,sad
4921,21,39,happy
4922,21,40,neutral
4923,21,37,neutral
4924,21,39,neutral
4925,21,42,sad
4926,21,44,surprise
4927,21,41,neutral
4928,21,39,neutral
4929,21,43,neutral
4930,21,36,neutral
4931,21,39,happy
4942,42,45,happy
4943,42,23,happy
4945,42,45,happy
4947,42,45,happy
4950,42,42,happy
4951,42,29,happy
4952,42,45,happy
4954,42,24,neutral
4955,42,31,happy
4956,50,38,neutral
4957,50,44,sad
4958,50,51,happy
4959,50,46,neutral
4960,50,45,fear
4969,57,39,happy
4970,57,33,happy
4971,57,37,happy
4972,57,41,happy
4973,57,39,happy
4974,57,25,happy
4976,60,32,neutral
4977,60,37,happy
4978,60,44,sad
4979,60,44,neutral
4980,61,44,fear
4981,61,28,happy
4982,61,35,happy
4983,61,33,neutral
4984,61,38,fear
4985,61,40,neutral
4986,61,34,happy
4987,61,28,happy
4988,61,33,happy
4989,61,34,neutral
4999,67,43,neutral
5001,67,40,happy
5002,67,39,happy
5003,67,42,happy
5004,67,35,neutral
5006,71,39,happy
5007,71,37,happy
5008,71,36,happy
5009,71,45,happy
5010,71,31,sad
5011,71,42,happy
5012,71,38,happy
5013,71,32,happy
5014,82,39,neutral
5015,82,37,happy
5016,82,45,happy
5017,82,37,happy
5018,82,33,fear
5019,82,47,fear
5020,82,48,sad
5021,82,44,happy
5022,82,41,sad
5023,82,38,happy
5024,84,26,happy
5025,84,33,happy
5026,84,42,happy
5027,84,26,happy
5028,84,31,angry
5029,84,24,surprise
5030,84,32,happy
5041,106,30,neutral
5042,106,29,neutral
5043,106,32,neutral
5044,106,30,neutral
5045,106,33,happy
5046,106,30,neutral
5047,107,32,happy
5048,107,32,happy
5049,107,31,happy
5050,107,25,happy
5051,107,33,happy
5052,107,29,neutral
5053,107,32,happy
5054,107,32,happy
5055,107,32,happy
5056,107,32,happy
5057,107,31,neutral
5058,124,34,happy
5059,124,46,happy
5060,124,44,happy
5061,124,42,happy
5062,124,34,happy
5071,151,34,happy
5072,151,23,neutral
5073,151,22,sad
5074,151,29,happy
5075,153,24,neutral
5076,153,21,happy
5077,153,24,happy
5078,153,23,happy
5079,153,24,neutral
5080,168,35,fear
5081,168,35,happy
5082,168,33,happy
5083,168,36,happy
5084,168,36,happy
5085,182,39,fear
5086,182,32,happy
5087,182,39,happy
5088,182,35,happy
5089,182,38,happy
5090,192,41,happy
5091,192,31,happy
5092,192,30,neutral
5093,192,36,neutral
5094,192,32,happy
5095,197,33,happy
5096,197,32,happy
5097,197,39,happy
5098,197,33,happy
5103,202,25,happy
5104,202,27,sad
5105,202,27,angry
5106,202,26,happy
5108,202,32,neutral
5109,202,31,happy
5110,202,21,neutral
5111,202,23,neutral
5112,202,25,neutral
5113,202,29,sad
5114,202,26,sad
5115,202,32,neutral
5116,202,27,neutral
5117,204,30,happy
5118,204,31,happy
5119,204,29,happy
5120,204,31,happy
5121,204,31,happy
5122,204,32,happy
5123,204,28,happy
5124,204,29,happy
5125,204,29,neutral
5126,204,26,happy
5127,204,30,happy
5128,204,26,neutral
5129,205,30,neutral
5130,205,25,happy
5131,205,24,happy
5132,224,26,happy
5133,224,26,happy
5134,224,33,happy
5135,224,22,neutral
5136,224,24,neutral
5144,277,27,neutral
5145,277,39,happy
5146,277,43,happy
5147,277,34,happy
5148,277,25,happy
5149,277,22,happy
5150,278,30,happy
5151,278,32,happy
5152,278,26,happy
5153,278,33,happy
5154,278,32,happy
5155,278,31,neutral
5156,278,33,happy
5157,278,28,happy
5158,278,32,happy
5159,278,31,happy
5160,278,32,happy
5161,289,28,happy
5162,289,39,happy
5163,289,37,happy
5164,289,35,happy
5165,289,22,happy
5166,289,35,happy
5167,289,40,happy
5168,295,30,happy
5169,295,25,happy
5170,295,24,happy
5171,295,30,neutral
5172,295,28,neutral
5173,295,31,neutral
5181,310,26,happy
5182,310,30,happy
5183,310,25,happy
5184,310,26,happy
5185,310,30,happy
5186,310,30,happy
5187,316,24,happy
5188,316,22,happy
5189,316,21,happy
5190,316,21,happy
5192,316,25,happy
5193,316,22,neutral
5194,334,33,happy
5195,334,34,happy
5196,334,33,happy
5197,334,36,happy
5198,334,31,happy
5199,334,34,happy
5200,334,37,happy
5201,334,30,happy
5202,334,31,happy
5203,334,33,happy
5204,334,32,happy
5205,334,33,happy
5206,334,31,happy
5207,334,36,happy
5208,334,50,sad
5209,348,32,happy
5210,348,33,happy
5211,348,31,happy
5212,348,34,happy
5213,348,32,happy
5214,348,34,happy
5215,348,33,neutral
5216,348,32,neutral
5217,348,32,happy
5218,348,31,happy
5219,348,32,happy
5220,348,34,happy
5221,353,32,sad
5222,353,39,happy
5223,353,36,sad
5224,353,43,happy
5225,353,41,happy
5226,353,27,happy
5227,355,27,happy
5228,355,26,happy
5229,355,28,angry
5230,355,36,neutral
5231,355,23,neutral
5232,355,26,happy
5233,355,34,neutral
5234,355,28,happy
5235,355,22,happy
5236,355,34,happy
5237,360,31,happy
5238,360,32,happy
5240,360,32,happy
5241,360,32,happy
5242,361,41,happy
5243,361,40,happy
5244,361,38,happy
5245,361,33,happy
5246,361,39,happy
5247,361,36,happy
5248,361,34,happy
5249,361,32,happy
5250,361,38,happy
5251,361,37,happy
5252,372,34,fear
5253,372,38,neutral
5254,372,32,neutral
5255,372,33,happy
5256,372,33,neutral
5257,372,41,happy
5258,372,32,happy
5259,372,28,neutral
5260,372,33,neutral
5261,372,31,happy
5262,372,32,happy
5263,380,34,happy
5264,380,40,happy
5265,380,32,happy
5266,380,39,happy
5268,380,31,happy
5269,380,42,sad
5276,382,39,happy
5277,382,34,happy
5278,382,36,happy
5279,382,33,neutral
5280,382,33,sad
5281,382,33,neutral
5282,382,37,happy
5283,382,38,sad
5284,382,29,angry
5285,382,39,sad
5286,383,39,happy
5287,383,31,happy
5288,383,37,happy
5289,383,45,happy
5290,383,46,happy
5291,383,32,happy
5292,383,45,happy
5293,383,38,happy
5294,385,33,happy
5295,385,37,happy
5296,385,38,happy
5297,385,41,happy
5298,385,38,happy
5299,385,45,happy
5300,385,46,happy
5301,387,39,sad
5302,387,45,fear
5303,387,41,happy
5304,387,47,happy
5305,388,29,happy
5306,388,36,happy
5307,388,40,fear
5308,388,35,happy
5309,388,33,neutral
5310,388,30,happy
5311,389,40,happy
5312,389,37,neutral
5313,389,35,happy
5314,389,42,sad
5315,389,38,sad
5316,389,35,happy
5317,389,35,happy
5318,389,44,happy
5319,389,41,happy
5320,389,36,happy
5321,389,37,happy
5322,389,33,happy
5323,390,27,sad
5324,390,29,neutral
5325,390,27,sad
5326,390,32,sad
5327,391,36,happy
5328,391,39,happy
5329,391,31,happy
5330,391,39,happy
5331,391,42,happy
5345,407,34,happy
5346,407,34,happy
5347,407,33,happy
5348,407,33,happy
5349,407,33,happy
5350,407,33,happy
5351,407,40,happy
5352,407,35,neutral
5353,414,40,happy
5354,414,34,happy
5355,414,40,happy
5356,414,38,happy
5357,414,37,happy
5375,426,32,happy
5376,426,27,happy
5377,426,33,happy
5378,426,34,happy
5379,426,27,neutral
5380,426,28,neutral
5381,426,43,happy
5382,426,39,happy
5383,426,33,happy
5384,426,29,happy
5385,426,36,neutral
5386,426,29,happy
5387,427,38,happy
5388,427,34,happy
5389,427,33,happy
5390,427,32,happy
5391,427,31,happy
5392,427,33,happy
5393,427,34,happy
5394,427,39,happy
5395,427,34,happy
5396,427,36,happy
5397,427,39,happy
5398,427,40,happy
5399,427,37,happy
5400,427,34,happy
5401,428,32,sad
5402,428,32,neutral
5403,428,36,sad
5404,428,33,sad
5405,428,30,sad
5406,428,31,neutral
5407,428,33,neutral
5408,428,34,happy
5409,428,42,happy
5410,428,37,happy
5411,428,33,happy
5419,429,47,happy
5420,429,42,happy
5421,429,43,happy
5422,429,27,happy
5423,429,35,happy
5425,429,38,happy
5426,429,27,happy
5427,429,41,happy
5428,429,41,happy
5429,429,30,happy
5430,429,47,happy
5433,429,48,happy
5437,429,30,happy
5438,429,32,happy
5444,429,39,happy
5455,475,37,happy
5456,475,42,happy
5457,475,39,happy
5458,475,42,happy
5459,475,43,happy
5460,475,36,neutral
5461,475,41,happy
5462,475,34,happy
5463,475,42,happy
5464,476,30,happy
5465,476,30,happy
5466,476,34,happy
5467,476,34,neutral
5468,476,30,happy
5469,476,34,neutral
5470,476,33,neutral
5471,476,34,neutral
5472,476,35,happy
5473,497,33,happy
5474,497,32,neutral
5475,497,33,neutral
5476,497,40,happy
5477,497,27,neutral
5478,497,31,happy
5480,497,36,happy
5504,506,32,happy
5505,506,33,neutral
5506,506,30,happy
5507,506,32,happy
5508,506,32,sad
5509,506,32,happy
5510,506,27,happy
5511,506,29,happy
5512,506,31,happy
5513,506,30,happy
5514,507,34,happy
5516,507,32,happy
5517,507,34,happy
5518,507,33,happy
5519,507,32,happy
5520,510,27,neutral
5521,510,32,neutral
5522,510,34,happy
5523,510,25,sad
5524,510,32,happy
5533,512,28,happy
5534,512,25,happy
5535,512,28,happy
5536,512,28,happy
5537,512,25,happy
5538,512,23,happy
5539,512,30,happy
5540,512,24,happy
5542,515,36,happy
5543,515,39,neutral
5544,515,33,happy
5545,515,49,happy
5546,515,31,happy
5547,515,38,fear
5548,515,40,happy
5549,515,45,happy
5550,515,26,happy
5551,515,33,neutral
5552,516,45,neutral
5553,516,47,angry
5554,516,43,happy
5555,516,41,happy
5556,516,47,happy
5557,516,46,neutral
5558,516,46,neutral
5559,516,45,neutral
5567,520,41,happy
5568,520,37,happy
5569,520,34,sad
5570,520,37,happy
5571,520,40,neutral
5572,520,39,happy
5573,520,45,happy
5574,520,33,happy
5575,520,37,happy
5576,520,28,neutral
5577,520,28,neutral
5578,520,39,happy
5579,523,28,neutral
5580,523,33,happy
5581,523,28,fear
5582,523,30,neutral
5583,523,32,happy
5584,523,32,neutral
5585,523,30,sad
5586,523,31,neutral
5587,532,33,happy
5588,532,38,happy
5589,532,41,happy
5590,532,41,happy
5591,532,45,happy
5592,532,38,happy
5593,532,46,happy
5594,532,38,happy
5595,532,36,neutral
5596,532,46,happy
5597,532,40,happy
5598,532,39,happy
5599,532,47,happy
5600,538,27,happy
5601,538,40,surprise
5602,538,39,happy
5603,538,36,happy
5604,538,32,happy
5605,543,44,happy
5606,543,48,fear
5607,543,44,sad
5608,543,34,neutral
5609,543,47,neutral
5610,543,34,surprise
5611,543,39,angry
5612,543,48,sad
5623,545,21,neutral
5624,545,31,neutral
