,path,embedding
590,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede5.jpg,"[0.21190000016400715, 0.04871709383809802, -0.15022473717272344, 0.555921895720446, 0.0965361294194024, -0.011812419823433088, -0.253619660876391, -0.010483790561968732, 0.1696806159687363, -0.0683381080526934, -0.06285986683645402, 0.1383747345588384, 0.2692999460030985, 0.148279467164927, 0.04866269675503016, 0.07983603517507921, -0.052789422418472426, 0.05870116887094035, -0.15381274360198197, 0.09643441576504767, 0.05701950079625793, 0.0876752528327607, -0.04387846886360448, 0.25581572234285893, 0.0071888723586692295, 0.11551193951694183, -0.21571044721769048, -0.08652884846335404, -0.04219323687208601, 0.07831645568263956, -0.013241548442135079, 0.11922707225552305, -0.05171145555942389, 0.12231701566927311, 0.18184691725885943, -0.12421676403177329, -0.027580539197637744, -0.0773588848207646, -0.11557043434854586, -0.13280988321554563, -0.025929637232614006, -0.005132674002009391, -0.05836110410010845, -0.0140413354009171, -0.045398388926821166, -0.13419917643251048, -0.018107186301891936, 0.023950077929642877, 0.0485910414031048, -0.0022806403604123905]"
591,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede4.jpg,"[0.24016878923014143, -0.041967545628981466, -0.17113947915754668, 0.45237977712690314, 0.23941855769341397, -0.08887283751013779, -0.3051050158906066, 0.1223637357156876, 0.07843499449864592, -0.0040009073053487625, -0.16795133894934192, -0.009332764581966932, 0.3447518317273397, 0.012777845722990497, 0.005836647867118395, -0.07696428368555991, -0.06798971110155222, 0.06189790739275488, 0.03060943899287028, 0.08790082677987275, 0.10798105507363265, 0.143972567251301, -0.24816261326134567, 0.1415376521680631, 0.04548748215244381, 0.10943711652691628, -0.20871015712855623, -0.07054144115767465, -0.05261374463481146, 0.11851957196932246, -0.07813599388406853, 0.18271144038708803, -0.014644032602738385, 0.10520535541633452, 0.14511297988294095, 0.03576844628036505, -0.14401650256975196, -0.008519303176670759, -0.11275272699187477, -0.05497913465897824, 0.027790331114766895, -0.0472755341374548, -0.13291350340010266, 0.019668901923828783, -0.050808076838149537, -0.09382052674084135, -0.08861147515542951, 0.002713206944617972, 0.0022301508991072953, -0.002129583070378781]"
592,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede14.jpg,"[0.48267050991531474, 0.06342049772976341, -0.044579743371610275, 0.3551894553233186, 0.247767426029001, 0.007744813288017843, -0.3334992415021001, 0.0947861950144083, 0.020022799615644432, 0.03518646602050952, -0.09309270277112859, 0.03885967299059963, 0.3022797888480107, 0.14141318653422086, 0.04027385503250262, -0.03230104557318008, -0.14324129222722634, 0.03082440953089666, -0.10265094577179838, 0.1448283393954235, 0.04889984014190371, -0.03355899207526762, -0.21157209070219898, 0.23360905610075727, -0.029751996570942754, 0.07716930669236219, -0.09984963855139668, -0.06152988265913854, -0.0267102721417849, 0.10496674743323811, -0.07701065859263079, 0.20320145000058554, -0.02304444431035864, 0.05101457541205313, 0.010580662650041088, 0.039573697679851555, -0.08033509820752315, 0.0837482774335317, -0.015534271710442658, -0.02361918643906525, 0.0664320539031032, 0.08274693147320672, -0.10436228525181505, -0.1069421707442357, -0.023000340772188953, -0.017917357211651656, -0.06323131683460019, 0.042563443610093774, 0.016567952010569337, -0.0019177465982917897]"
593,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede8.jpg,"[0.3942979895064568, 0.05542994643378474, -0.13649292489526924, 0.3407315274660951, 0.22255654762178126, 0.1719974633052562, -0.3237896112073172, 0.08873919816403444, 0.12796297366852208, -0.21129529856096488, -0.13746305670916167, 0.14130266360183585, 0.23829082440660934, 0.05010908306775143, -0.061658198451424916, 0.0223326084764989, 0.025257854578540413, 0.02539314583829141, -0.05037912909185784, 0.12148994081479782, 0.004644361173043607, -0.1685183941540384, 0.0001159824495001725, 0.10264538549249448, -0.002970789342670308, -0.05876873448061378, -0.12734232580428045, -0.050465918802511195, -0.12244378731152882, 0.22410873562069436, 0.035541828238585954, 0.16093803924525363, -0.2044652140114907, 0.1371276164861396, 0.05093812476326599, -0.01932294689111859, -0.1391127490547787, 0.015071162114183908, -0.040322907443300283, -0.11917058439050733, 0.044418449226850946, 0.004715226170454283, -0.10761549055852464, 0.013697224303366898, -0.027133540982524698, -0.06997845759998585, 0.00017219925766756897, -0.04449735952810702, 0.09013860682864949, -0.00022654959258892597]"
594,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede10.jpg,"[0.1735795198810108, 0.10488507667242997, -0.25020263145799915, 0.4029834871833578, 0.3284432060100984, -0.039572679106775144, -0.3283076378197651, 0.09678878211375039, -0.01047282005809386, 0.0035938346364551878, -0.08571317030733243, 0.10366277573074793, 0.24976176776507258, 0.21744293595449005, -0.027259237912639643, 0.027712777675671905, -0.08882701221770495, 0.01549873088889753, 0.07525382954361966, 0.03905099481507452, 0.01908681367390456, 0.19580035338832294, -0.21547404183196656, 0.15947923726169808, 0.04128718773251123, 0.10542167724352904, -0.12242853910080638, 0.09046796375608605, -0.12769774800459135, 0.08063306715061966, -0.0698004051775284, 0.1746966183013848, -0.052345895143109895, 0.055546232061342606, 0.03648692983095051, -0.01393887343880355, -0.18215938293234338, 0.04269558600726177, -0.1024577451455585, -0.1513982509330869, 0.0862115589072377, 0.07716284479732577, -0.14080550853146193, 0.005757520522413134, -0.06513323923537741, -0.1265441711515302, -0.057748756705033225, -0.12172592165141646, 0.08322818383638443, -0.00020248277455992843]"
595,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede7.jpg,"[0.3151575573737735, -0.04872979167623384, -0.16509834715269875, 0.3239465526826426, 0.1415501255892134, 0.005902501630415744, -0.3507726420243378, 0.015817432982745166, 0.06657866530394124, -0.07081120659765679, -0.03649308413112815, 0.1714871223354957, 0.27814272118508343, 0.18788893297754186, -0.22408838158346775, -0.001382140133324177, -0.05657668823354295, -0.024712802448386872, 0.04354807765296808, 0.23667234295651204, 0.1686762733221912, -0.07450916866855385, -0.2566550495638988, 0.18665983043255543, -0.020694666180940065, -0.0037839213785429027, -0.23990277257586087, 0.03777396448506885, -0.027790681239415225, 0.12954149129908651, -0.0015988677568770124, 0.16802366929659093, -0.04774033498618636, 0.0042556141499005265, 0.0017894688662018162, -0.01824067513931687, -0.1934694812049889, 0.00889395708709394, -0.07228818033013393, -0.056087348819404, 0.09360934447467363, 0.0014330425772401461, -0.1365151672282195, 0.08012985709387661, -0.03588416443047249, -0.029606986787337794, -0.02033805668826955, -0.053620418370870004, 0.048472468281823465, -0.0007327376356481612]"
596,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede12.jpg,"[0.1944657010159834, -0.05002579873904846, -0.12590059758347874, 0.3288692085892437, 0.2302265602876916, 0.04772186644752397, -0.3869610392570318, 0.11185105287091754, 0.03905151014948551, -0.17419010902918586, 0.010619522884298255, 0.19698134643523274, 0.2144251270077676, 0.11145639191566639, -0.20518259745397388, -0.024939602122402982, 0.0065599568935236245, 0.05435354540630672, 0.08305193337723732, 0.160661035508461, 0.011340401346377128, -0.10685846779062368, -0.15788405454595206, 0.16452515268953916, -0.04937001947505613, 0.01072143197859521, -0.1458186473714458, 0.08252726573033539, -0.1314373413549046, 0.0009107709332125862, -0.030382563874473793, 0.1378005842218478, -0.1774127592531318, 0.13860479256715172, -0.06326889103237512, 0.014909395010049292, -0.23689058154670373, 0.09289744026224295, -0.05105260531943239, -0.17183674573751376, 0.017889179790719096, 0.11052935454488061, -0.10320939016429102, 0.1805922463520027, -0.1576921970129869, -0.027451731382522822, 0.004749000884273413, -0.11730678870397272, 0.12457235617578252, 0.0007040471748638379]"
597,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede6_1.jpg,"[0.35582447604752787, 0.09102119851964693, -0.014948409451042576, 0.1491529130701864, 0.22614916792194772, -0.014625244851170302, -0.3559707086829622, -0.12863873344096216, -0.19225215271260104, 0.0865143696912258, -0.10418463477394786, -0.06142034509000366, 0.221798417624031, 0.16973478217322893, -0.056151346658697456, -0.1154855471728895, -0.21303764777401626, -0.008490072891262081, -0.19711752331392066, 0.3542789679133356, 0.12401835843208497, 0.1153493176514885, -0.2169657509105528, 0.14296242357270403, -0.12949341323478755, 0.038089763839732206, -0.16618022665080878, 0.061268294538477173, -0.03395062699451658, 0.08815374383024398, -0.028958114211067806, 0.12765332662865003, 0.06028456175104397, 0.02191618196741118, 0.07710640554165198, -0.021990537849052923, -0.07834822548735576, 0.08762143834698938, -0.027996462307889856, 0.02160531938145487, 0.07990948142894261, -0.003962220706965895, -0.09949334761022956, -0.09793358563111036, 0.11875472064370625, -0.032708772778081666, -0.06054976581977441, -0.04618144695302388, -0.013592787510296337, -0.002548505126195622]"
598,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede3.jpg,"[0.25659023985071355, 0.08642267447428062, -0.27769499042672274, 0.3796450600256727, 0.05020226534396313, 0.23015848783183396, -0.22282604063110245, -0.0373305336556963, -0.04853518186731759, -0.10667133191384401, -0.05981711745404395, 0.01298113856292254, 0.22378237335202933, -0.11479103344942854, -0.09620767671783229, -0.018431473349715337, -0.06447181987225879, -0.11610612421253778, -0.21205193386481114, 0.2623867480546657, 0.2103469036838104, -0.050607087645749914, -0.09966657174321211, 0.12130058090022325, -0.038709647155935466, 0.07363980418207365, -0.2838963867588129, 0.018366809013004144, -0.035077986625756175, -0.04623252517637982, -0.21570068595290007, 0.13461948246273003, -0.07724071665574386, 0.06088653168401401, -0.0009514158682634752, 0.10674158813094042, -0.11453657734087894, -0.04964221103799129, -0.04179855437453946, -0.08713066651610647, 0.05486823819602889, 0.03352933012478619, -0.08429703768831333, 0.1706230079793939, -0.07472699069990792, 0.02803511052320719, -0.03570647024555213, 0.09497498968756311, -0.005647827792652659, 0.0014960968400131074]"
599,../../datasets/fr/Family_87/Victoria_de_Suede_daughter/Victoria_de_Suede2_1.jpg,"[0.3172221548611381, 0.024107161903075564, -0.10145125949828424, 0.45794221916871697, 0.10902801105913995, -0.054082041425711026, -0.29660185012569856, 0.08868028518642354, -0.055189016371999376, 0.009339307187608704, 0.040470773647340474, 0.15805494075092064, 0.3371188091083138, 0.15823180445929275, 0.04661461864906878, 0.003794646645682763, -0.029788090769704435, 0.10656497981960006, -0.20684543375349954, 0.08203083958435592, 0.10741095444284957, 0.015602577960181978, -0.2553289467341225, 0.1931824915344297, 0.03921544098915697, -0.023959617817198357, -0.23306270770816295, -0.03122561463491344, -0.05135269435647362, 0.0341853268322823, -0.10444689164707176, 0.0920847804048079, -0.1112703135535908, 0.1346779096221874, 0.04797073694542614, -0.08894198214240748, -0.1684445614469253, -0.01184919651989905, -0.118269989966519, -0.06618950250789324, 0.02017662196824982, -0.0065775941132161335, -0.07266471562894229, -0.00914658483446676, -0.07888487584826216, -0.12120016993183363, 0.023792121803054678, -0.008804140007288744, 0.005324044266500514, -0.0005718992336014912]"
600,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI6_0.jpg,"[0.08361501112552848, -0.04681070922628372, -0.11928115457061153, -0.05189459861320275, -0.1527799443795988, -0.14439650577670635, 0.12469537441334964, 0.03931779108800052, 0.3233867579272252, -0.1964315256652883, -0.07608386738727248, -0.30054908048840684, 0.0825778584725768, 0.0644527458449163, 0.20120881474232885, 0.004329687887447002, -0.09900113738659572, 0.1141249174903057, 0.1942951052416478, 0.2524212404847996, -0.02781077285613581, -0.01761470193597389, -0.09968075129490643, 0.0018390157076840275, -0.13447116377838858, -0.01414737242639511, -0.18789466666432858, 0.07422879980301832, -0.14726416782332566, -0.2342490614216909, -0.14310997110864904, -0.05839140273093273, -0.23257141717484875, 0.03507103474547709, 0.13851340265266296, 0.3255617985303807, 0.09718424267350546, 0.018978215384178543, 0.04590884489295964, -0.04119322599691331, -0.1456488310409743, 0.02114615063898786, -0.06657427138818577, -0.12827122320803047, 0.1067885842871279, 0.026233055205529182, -0.04687053605971782, -0.045503120681274746, 0.045975437892516645, 0.003971477714146895]"
601,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI9.jpg,"[0.0896073521333655, 0.01182969185502299, -0.18673984600343715, -0.21032983121098206, -0.08618314689859996, 0.018612375376690863, 0.12740123315574084, 0.052389797895650674, 0.17911161910299578, -0.2571138629562396, -0.11791683696139621, -0.17805466504166953, -0.09597210472565551, 0.05218824153881106, 0.11173576780589778, -0.04916468466508969, -0.19127071832553497, 0.17051871665993334, 0.08815370271639485, 0.2543230033891804, -0.1315065363452816, 0.14837182825189382, -0.2514406155384156, 0.024914687471011106, 0.08622364437335005, -0.12267115882053808, -0.1378955917425262, 0.09979943423051604, -0.1788066759012522, -0.14324982586450907, -0.061576916065316165, -0.03141014557002538, -0.2421423657371525, 0.1092995011238383, 0.15174432425285944, 0.279597161191014, 0.052638020877616515, -0.04096256194014457, 0.0018014955771331056, 0.04893235415079913, -0.22611018607585548, -0.18550491308167977, 0.007279517957033488, -0.10408509320619878, 0.031781390046352706, 0.0022725071257984064, -0.11025365740333733, -0.03896595826887377, 0.08061237206207268, 0.0018881518960986604]"
602,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI11.jpg,"[-0.051740957347603346, -0.03986113660312263, -0.05507602813081847, -0.06441979263346817, -0.04700606928638505, -0.2147469338970787, 0.07755014945599413, -0.004722967988014959, 0.20793764235026782, -0.15640172449718226, -0.2286018564952, -0.2978650259615234, 0.014738206773383021, 0.0169381641824878, 0.23180032611573934, -0.029093519762028525, -0.18922086704710164, -0.006622899137992193, 0.12818924121587616, 0.31183253480270823, 0.007759914792655271, 0.11080881114093571, -0.1507816804104819, 0.008894570938253863, -0.051562744041790495, -0.1316804741720651, -0.05366918692713487, 0.16631881591732858, -0.24622742207780504, -0.13667094545814842, -0.16505857302478283, -0.08085172678894671, -0.18675130868925227, 0.05689448375488574, 0.11170156050135358, 0.2787505765670673, 0.14304884607822374, -0.13130134249482495, 0.03601865085369935, -0.07716347679946169, -0.21335818138961798, -0.1462468073749326, -0.013195796339779393, -0.11926728684632697, -0.04438671620072804, 0.00993116414480847, -0.13632051317513588, -0.02093353538479183, -0.03601846925606199, 0.004260742782935059]"
603,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI4_0.jpg,"[0.09399467048896379, -0.02724885931988315, -0.009995668831924119, -0.017226498772219226, -0.007235777848936627, -0.085874043600241, -0.019582860568497795, 0.07965578417796224, 0.16453510132029386, -0.12232376005739903, -0.10506673831550517, -0.04892618109035097, 0.11447742310277076, 0.09491105845869931, 0.1659176435008115, 0.02782918526479715, -0.17778049799265352, 0.23589682692606426, 0.1429536322075504, 0.18876742348699938, 0.06785138614203014, 0.14411953114022122, -0.31976796494029425, 0.02217821849270649, 0.045743876803926484, -0.14989200727487795, -0.14652919180505986, 0.3093405258799806, -0.20650096475997523, -0.16144381123524448, -0.14715406559378696, -0.0956980004347738, -0.2353637528665036, 0.046636548994582645, 0.2312151525300555, 0.317815509534515, 0.15698329242804238, -0.11091751130630464, 0.1073520326018848, -0.02270799460584534, -0.10494424268512904, -0.057775627878641087, -0.06032000309725673, -0.10417873977567269, 0.06575790262234345, 0.04005653366231577, 0.011615826649338273, 0.013529857028274257, -0.03862047456181212, 0.001451270725490486]"
604,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI13.jpg,"[0.031614026503562626, 0.05226137659840393, -0.21429648674991514, -0.16766950867036717, -0.063211212557419, 0.003994893443403232, 0.10844326087290192, -0.13565729867019635, 0.12402263582143604, -0.20123701146419587, -0.0662201596884941, -0.21744842310570778, 0.05951800245442688, 0.024333789807672524, 0.06803866805922357, 0.13695871293197973, -0.08332615550007695, 0.16707306376053974, 0.10201813993520112, 0.292015651275933, 0.06335166664325344, -0.012820231368885337, -0.138244042050006, -0.04034461235861285, 0.13770068913961578, -0.009626205481894632, -0.10219832613061618, 0.021845860898388816, -0.1866768221165233, -0.03507708524601106, -0.020062251586921032, -0.05068724833671581, -0.3505733079395913, 0.237114696667161, 0.02830193800685217, 0.33209522385417267, 0.2463221715443452, -0.03102611025201673, 0.03181213041483834, -0.029097199015909635, -0.1648371097845166, -0.15054138476016965, -0.06307869138253483, -0.08420582674443257, 0.08273624921800797, -0.02163980023507917, -0.12412655345206261, -0.05471765085617403, 0.08965325962479602, 0.0018255144509605043]"
605,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI10.jpg,"[-0.09853104147597451, -0.020178280791537995, -0.17271798647460712, -0.16435737504685888, -0.08015207529804627, -0.1723814911786402, 0.0913164438410912, 0.10058466195732618, 0.2008995842452438, -0.17336194604759822, -0.08784218880778953, -0.22285205717057535, -0.024299123254008303, -0.09047016766332394, 0.16575520560970577, -0.07662882903307075, -0.1797424099953842, 0.10923921157917134, 0.0866969088595024, 0.2841338159299964, 0.009537798109915768, 0.10116616936708751, -0.23254482109454622, -0.09953349749722334, 0.06610747187716007, -0.21159082308746158, -0.05975949149198238, 0.09979865232616006, -0.14130202420615992, -0.1349983013896835, -0.08329769169559813, -0.10431988328488516, -0.16135833328182664, 0.12415185572876003, 0.08886396655685955, 0.302788580147022, 0.1427675594609791, -0.11303259080161614, -0.014270038313323788, -0.04139273503452113, -0.2770731905538878, -0.1799617197258663, -0.051875452173929935, -0.04682360836189374, -0.11513562948497785, 0.06191191790575983, -0.13153367720585904, -0.04619903596814046, -0.01742135803392658, 0.0029399401520908506]"
606,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI8.jpg,"[0.05858241937982421, -0.05209031865156196, -0.11523320677523376, -0.011610627806593101, -0.10510307825114791, -0.02446596015185093, 0.03852428027726061, -0.008862581121010557, 0.20008554281351215, -0.02752650536977577, -0.0642172538423144, -0.21669333302161836, 0.06960415503483237, 0.13060099826417443, 0.12726089705241408, -0.07676010215387703, -0.16356984086702106, 0.13936880503540353, 0.013873445986128897, 0.21853933230773748, -0.014075657767119385, 0.17224714045183323, -0.10726375599316819, -0.20307822125631103, 0.11018205534622345, -0.05867081762549458, -0.1595076901672769, 0.20487763254332625, -0.23942377961607403, -0.2654391657319766, -0.06733306979158332, -0.00365636445064065, -0.2563624297228831, 0.06869789313733644, 0.09260857520562892, 0.3900632377523146, 0.15906634133672348, -0.062210620687212725, 0.07195890038997037, 0.042855459027706516, -0.16987074765217366, -0.0960288796099179, -0.12035916439838326, -0.08062801219700962, 0.15723852291274887, -0.03118708055128635, 0.032470994283659925, -0.10091359939575609, 0.0355780980872905, 0.005447474469184312]"
607,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI2.jpg,"[-0.08293625294389464, 0.04096840103310235, 0.043061822981004826, -0.04217193973809389, 0.14208137092684667, -0.20779824127239507, 0.014343905484470466, 0.12216204481237446, 0.19544647785047864, -0.18349899844308254, -0.08710305645011669, -0.12257488598874304, 0.01730949967876686, 0.1447681954158854, 0.018893567490874043, -0.017333007317978776, -0.16172197118699125, 0.12168936258769385, 0.1244641697956429, 0.2306477333372866, 0.046977899074579464, 0.10164818317477925, -0.30401513851028855, 0.04585262510468333, -0.018843251255633606, -0.12260178270035527, -0.12750679760384082, 0.20128818627435124, -0.07781389508725317, -0.253073259131904, -0.1919427204672683, -0.06131444107350088, -0.22945269822502648, -0.08943355518912528, 0.09532735247500641, 0.26832736917693945, 0.2451106686187985, -0.14323151057684447, 0.08892897159324306, -0.17240569702454042, -0.18868707202132567, -0.12369793903436524, -0.13228688246461803, -0.02262358625177423, 0.09352175440292886, 0.03868983248919248, 0.0015339199816811764, -0.0242776569415322, -0.06962670789945474, -0.0019085004360741638]"
608,../../datasets/fr/Family_87/GUSTAF_KING_CARL_XVI_father/GUSTAF_KING_CARL_XVI14.jpg,"[-0.0695733115551909, 0.02591125064308301, -0.04308109477541915, -0.1255622903836498, -0.04107685487654621, -0.0439608531014126, 0.09681799334503897, 0.07269290297535305, 0.17211555508394094, -0.1590831654459488, -0.025487376007029845, -0.11640803908036756, 0.03553393041897171, 0.05049050757350721, 0.11277764620549459, 0.10127119393802674, -0.12793156918571771, 0.052040486175589644, 0.054293626220426876, 0.4157595692452569, -0.03408356261255039, 0.10704906608996473, -0.2384756503803478, -0.0101730187598713, 0.07050887084893626, 0.002406316351507878, -0.14563491742300735, 0.16065336690303372, -0.07964238646373083, -0.21729674329937398, -0.10614667984196567, -0.23273847288492466, -0.3276026175595624, 0.16903492795375183, 0.07585917149281647, 0.20925733260499432, 0.19135352649033663, -0.18377466380813792, 0.022149815249833636, -0.080221542088851, -0.1284535684152606, -0.17327039054721374, -0.07069818134352959, -0.11601801298249666, 0.15605145227678094, 0.05317064278013651, -0.003846854608401121, -0.021249681314942766, 0.035831602390893835, -0.0003581681979077961]"
609,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath12.jpg,"[0.5252568198936647, -0.16304166290999902, 0.027614412527995482, 0.3021453210900177, 0.03318826868377974, 0.025153807325347676, -0.35259495119012074, -0.08595383700889966, 0.03429305610253803, 0.07711561100679111, 9.862241608100196e-05, 0.035344053819205065, 0.23999186485912713, 0.20414409872866668, -0.17505528413721366, 0.16158591007373943, 0.055537970058745736, 0.0355966410911, -0.17991710472952205, -0.18070068277065415, 0.08167798589025604, -0.08610849288232782, 0.05591306053141442, 0.26539642868527774, 0.10326783041804101, -0.0714672486627187, -0.06601952859627223, 0.05882849852676489, -0.06535821887202477, 0.05398429727605675, -0.10735618351558328, -0.049752725940095256, -0.03870397967501133, -0.0002853301333386169, 0.058235781753062626, -0.010560585398309444, -0.014481560515453192, -0.10078179906142454, -0.12049630362352814, 0.14613889720443518, 0.09751154799197888, 0.02813569374310583, -0.033927547636171326, -0.05862661753410219, -0.010110802383171918, -0.027360393805906633, -0.0611374855949797, -0.0704805893714264, -0.018645658888664835, -0.0008143074561549893]"
610,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath7.jpg,"[0.4923514147521124, -0.27820694143901664, -0.03557704126894852, 0.3685123070169347, -0.045137927568965126, -0.11884119428814983, -0.3339083322324943, -0.09105309783737102, 0.18468788562790464, 0.05403161146878255, -0.02497442670655912, 0.03482761898466267, 0.1554995875564061, 0.13532732688800178, 0.0013766905758294942, 0.04615801932868637, -0.05028298651120049, 0.00040537399573062685, -0.06620033962201605, -0.20542370148739886, 0.013857684960690673, -0.05405555586819805, 0.07829113543857577, 0.28804655248002936, 0.068182318806744, -0.04053714978226139, -0.057361676369738365, -0.10141752886549919, -0.062261101415206424, 0.06772159862225494, 0.047608683081464084, -0.012106197804135141, -0.13282450733306983, 0.028007750131455632, 0.08398022359793597, 0.0004236031548228405, 0.09617854331565732, -0.06986794396446754, -0.139360715421209, 0.10460737694738226, 0.1039924182564531, -0.043037389015061385, 0.07529270681416259, -0.19543947661716962, -0.06006128827064517, 0.037132541187425074, -0.045317465974677736, -0.06953366190065442, -0.008875328880924774, -0.001104862377920481]"
611,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath13.jpg,"[0.4011941404257824, -0.2775096088863249, 0.02353270450211471, 0.2888737697693888, -0.01471792116995641, 0.12105106744897051, -0.25863677999759915, -0.1306473326154607, -0.03294572516677936, -0.11728667109881967, -0.06659295538611917, 0.057619374180515014, 0.25363656711127647, 0.15037427262386388, -0.10305235988182491, 0.025740281081401795, 0.13076398656553828, 0.05255816803526771, -0.22841541075866822, -0.12372392411893972, 0.017606722853683022, -0.24713304965128127, -0.20766263385811612, 0.11544758939303956, 0.03435338718102289, 0.1332415925165162, -0.15554055907233283, 0.07595378736998042, -0.18938700110291598, 0.003613268355732246, -0.08839032139776135, 0.09723309916685745, -0.06768372845418646, 0.123967872298247, 0.18692843553916685, 0.0723478269561626, -0.1977893865783498, 0.008921121634047662, -0.11650266883030166, -0.09001330117294917, 0.13084531383693598, 0.07743929863315908, -0.1029249149488069, 0.010521501193022075, -0.05521025421611532, 0.04886031810089118, -0.032928419548899496, -0.011352242655779525, 0.03866901914923528, 0.0016149742954927816]"
612,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath6.jpg,"[0.6196088879782572, -0.2706502292124221, 0.16421400180862814, 0.20476042240770445, -0.04065183897553087, 0.1186422219075203, -0.3226198335088702, -0.12160250855205129, 0.02656077576461852, 0.08766539632865149, -0.014146063105124531, 0.015058622588772868, 0.012149058778065746, 0.18386522975076536, -0.07224041732851168, 0.047800597121355516, 0.06080927049003763, -0.06893889650862542, -0.21901941438724346, -0.1344576049804583, 0.006999512230831495, -0.04065158635072507, -0.04538728398123182, 0.04195537865857991, -0.07431276315653075, 0.08863214308309965, 0.07113377711689348, -0.02034761726083561, -0.1950928676634993, -0.05979820638551134, -0.12549158969940846, 0.08721156304964862, -0.10907296278125288, -0.005611355488716597, 0.08773629830272105, 0.015108917592746242, -0.006956277431201958, -0.15238422348624087, -0.19248780816770897, 0.09117641231250406, 0.07107336344653575, 0.0566772086489767, -0.0932951470976115, -0.027846857392061, -0.0405082200956463, 0.035142056893239695, -0.08565521792402339, -0.07075349141474366, -0.03129497281629783, 0.001156724033101052]"
613,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath8.jpg,"[0.5613774084696381, -0.18783272548436653, 0.03590571416977542, 0.19861087576086853, -0.02988447859692681, 0.121449579200178, -0.3587895869112832, -0.07714139914867432, 0.09827994729268053, 0.08860877971159838, -0.04929261264744511, 0.12282670263467707, 0.1007125676824509, 0.15649000662478507, -0.20422279692872716, 0.06146535325421744, -0.020039143408848444, 0.043972509717724845, -0.15309358683496457, -0.263630467417081, 0.05241294238963267, -0.09587226602758306, -0.13165787460300218, 0.09634875721045405, -0.03140408168360119, 0.22689235902882332, 0.003818726433721314, 0.12571653029974636, -0.1519113858601564, 0.00020512822212112353, -0.1081805721077894, -0.02147768344005249, -0.08087666256870775, 0.019543462061543417, 0.11672697298556277, -0.008149745187759596, -0.03919736366766012, -0.06294392109822415, -0.1645432105003872, -0.006309306761123298, 0.1370250075953676, 0.027883696610179778, -0.09766640999206484, -0.05167659177287226, -0.13913126567447157, 0.051685449407994036, -0.024228088722215546, -0.10079599330760124, -0.04681671087723289, 0.0007434915898651062]"
614,../../datasets/fr/Family_87/Silvia_Sommerlath_mother/Silvia_Sommerlath5.jpg,"[0.5279828222674743, -0.2568712371943725, 0.009537487762560588, 0.23348133669588214, 0.027687759821354078, 0.08061359804208164, -0.42739498803691794, -0.044134345372561334, -0.00406279645488133, 0.06070174997792886, -0.06582162356150432, 0.005384372400575725, 0.14633175781864033, 0.11166553376602027, -0.11552376576234738, 0.19353951644309392, 0.027520738884562617, 0.039648404582991424, -0.1860132342651656, -0.2062112253726348, 0.0463232420792876, -0.09063382556704114, -0.0005591496454616617, 0.16882684438285073, 0.037487638932938494, 0.04514971687093765, 0.04507498697428227, 0.02012088260688547, -0.09801757782618623, 0.04778314572250622, -0.052118980475486396, 0.006864954450657617, -0.15345678946386254, 0.10191642639493446, 0.1496178835204088, -0.026906172618746074, -0.00222023819051038, -0.08269765599736885, -0.14850077429150457, 0.1109611176391469, 0.10422504879894129, 0.039744395353388196, -0.15545407065240288, -0.05253354937102324, -0.0613163566045036, -0.0005772364966629239, -0.11802302773954619, -0.14174342343577165, -0.014537564016233042, 0.000591958224170209]"
